,Time,Instruction,Output Channel,Page,Channel No
1340,2124,memwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1341,2126,loopnz,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1342,2128,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1343,2130,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,0
1344,2130,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1345,2132,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1346,2134,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1347,2136,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1348,2138,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1349,2140,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,0
1350,2140,set,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1351,2120,set,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,7
1352,2142,synci,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1353,2144,mathi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1354,2146,memwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1355,2148,loopnz,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1356,2150,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,0
1357,2150,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1358,2152,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1359,2154,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1360,2156,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1361,2158,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1362,2160,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,0
1363,2160,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1364,2162,set,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1365,2140,set,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,7
1366,2164,synci,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1367,2166,mathi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1368,2168,memwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1369,2170,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,0
1370,2170,loopnz,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1371,2172,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1372,2174,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1373,2176,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1374,2178,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1375,2180,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,0
1376,2180,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1377,2182,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1378,2184,set,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1379,2160,set,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,7
1380,2186,synci,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1381,2188,mathi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1382,2190,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,0
1383,2190,memwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1384,2192,loopnz,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1385,2194,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1386,2196,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1387,2198,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1388,2200,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,0
1389,2200,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1390,2202,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1391,2204,regwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1392,2206,set,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,-1
1393,2180,set,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",3,7
1394,2208,synci,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1395,2210,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,0
1396,2210,mathi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1397,2212,memwi,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1398,2214,loopnz,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1399,2216,end,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,-1
1400,2220,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,0
1401,2230,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,0
1402,2240,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,0
1403,2250,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,0
1404,2260,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,0
1405,2270,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,0
1406,2280,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,0
1407,2290,seti,"[[0], [], [], [], [], [], [], [43691, 0, 4419295288, 1000, 20]]",0,0
